vendor_id,vendor_name,category,contract_start_date,contract_end_date,data_sensitivity,access_scope,access_type,systems_accessed,soc2_type2,soc2_expiry,iso27001,iso27001_expiry,gdpr_dpa,breach_history,breach_count,financial_rating,annual_spend,risk_score,risk_level,assessment_date,next_assessment_due,notes
VND-0080,"Davis, Potter and Serrano",IT Services,2023-03-04,2023-12-17,LOW,2,read_only,"Asset Management DB, Help Desk System",TRUE,2026-09-01,TRUE,2024-03-10,TRUE,None,0,B,371906.64,15.1,LOW,2025-07-04,2026-07-04,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0081,Washington Ltd,Cloud Provider,2022-07-16,2024-11-07,MEDIUM,10,full_admin,"VPC Network, Azure Tenant, Kubernetes Cluster",FALSE,NULL,TRUE,2024-01-24,TRUE,2023-01-16:HIGH:Credential stuffing attack on admin portal,1,A-,346502.05,83.3,HIGH,2026-01-27,2027-01-27,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0082,Gomez-Goodman,IT Services,2023-07-06,2024-02-15,LOW,6,read_only,"Asset Management DB, Network Monitoring Tool",TRUE,2025-07-17,FALSE,NULL,FALSE,2022-05-24:HIGH:Insider threat led to data exfiltration,1,A-,81551.43,45.7,MEDIUM,2024-03-26,2025-03-26,Onsite audit completed on 2024-05-18; vendor demonstrated adequate controls for low data handling.
VND-0083,Schwartz-Mahoney,Payment Processor,2025-03-10,2028-08-06,MEDIUM,8,read_write,"ACH Processing System, Card Tokenization Service",TRUE,2024-10-06,TRUE,2028-11-23,TRUE,2024-09-10:HIGH:Misconfigured cloud storage exposed sensitive files,2,A,3264927.41,71.0,HIGH,2026-04-13,2027-04-13,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0084,Rose-Austin,Security Vendor,2023-01-08,2027-05-05,LOW,1,read_write,"Firewall Management Console, SIEM Platform, IAM System, Vulnerability Scanner",FALSE,NULL,TRUE,2027-04-16,TRUE,2026-10-30:MEDIUM:Unauthorized access to customer database detected,2,A-,77027.40,3.7,LOW,2026-07-12,2027-07-12,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0085,"Buck, Camacho and Bowers",Payment Processor,2021-03-15,2023-01-03,LOW,7,read_only,Payment Gateway,FALSE,NULL,FALSE,NULL,TRUE,None,0,A-,279362.28,18.1,LOW,2024-11-05,2025-11-05,Vendor flagged during Q3 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0086,Rice-Warren,Contractor,2023-11-25,2026-03-09,CRITICAL,9,full_admin,"VPN Gateway, Dev Environment, Ticketing System",TRUE,2027-02-18,FALSE,NULL,FALSE,2025-03-29:HIGH:Misconfigured cloud storage exposed sensitive files,2,A,448405.35,89.3,HIGH,2026-03-18,2027-03-18,Contract renewal pending legal review; vendor requested expanded access for VPN Gateway integration.
VND-0087,Gilbert-Hancock,Software Vendor,2022-09-16,2025-03-13,HIGH,10,read_only,Document Management System,TRUE,2024-07-20,TRUE,2025-11-29,TRUE,None,0,B+,363013.62,13.5,LOW,2024-11-20,2025-11-20,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #7620.
VND-0088,"Beard, Andersen and Fields",Security Vendor,2022-01-13,2023-09-17,HIGH,2,read_write,Firewall Management Console,TRUE,2024-02-22,FALSE,NULL,TRUE,None,0,B-,185514.67,9.6,LOW,2025-06-09,2026-06-09,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0089,Rivera-Gonzales,HR Platform,2024-06-24,2025-03-01,MEDIUM,10,read_only,"HRIS, Employee Directory",FALSE,NULL,FALSE,NULL,FALSE,2026-12-28:LOW:Malware infection on vendor's internal network,2,B-,140363.73,39.6,MEDIUM,2026-05-18,2027-05-18,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0090,Adams-Johns,Software Vendor,2023-03-09,2026-09-02,MEDIUM,2,read_write,"Document Management System, Loan Origination System, Internal Wiki",FALSE,NULL,TRUE,2022-09-29,TRUE,None,0,B+,431670.36,25.8,LOW,2025-10-28,2026-10-28,Onsite audit completed on 2026-03-13; vendor demonstrated adequate controls for medium data handling.
VND-0091,Peterson-Cook,Software Vendor,2024-01-04,2023-03-19,HIGH,3,read_only,"ERP System, Internal Wiki, Core Banking System",FALSE,NULL,TRUE,2024-03-08,TRUE,None,0,C+,4033707.06,58.3,MEDIUM,2026-08-02,2027-08-02,Contract expired on 2023-03-19 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0092,Hodges Inc,Cloud Provider,2022-04-27,2026-04-23,MEDIUM,8,read_only,"GCP Workspace, S3 Data Lake, AWS Production, Azure Tenant",TRUE,2024-03-04,TRUE,2024-10-08,FALSE,None,0,C,3166260.26,4.8,LOW,2025-12-15,2026-12-15,Vendor flagged during Q3 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0093,Burns-Morales,IT Services,2021-02-22,2023-01-28,HIGH,4,read_write,"Asset Management DB, Help Desk System",TRUE,2022-07-22,FALSE,NULL,TRUE,None,0,A-,423982.36,34.0,LOW,2025-12-07,2026-12-07,Onsite audit completed on 2024-12-14; vendor demonstrated adequate controls for high data handling.
VND-0094,Nelson-Johnson,Payment Processor,2021-10-16,2023-04-15,MEDIUM,10,full_admin,"Payment Gateway, Card Tokenization Service, Fraud Detection Engine, ACH Processing System",TRUE,2020-09-18,TRUE,2027-03-27,TRUE,2022-07-05:HIGH:Ransomware attack disrupted service availability,2,B,324891.45,59.4,MEDIUM,2026-08-05,2027-08-05,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #8553.
VND-0095,Moreno Ltd,Consulting,2023-09-30,2026-06-30,HIGH,4,read_only,"Project Management Tool, Internal Network, Financial Reporting System, SharePoint",FALSE,NULL,FALSE,NULL,TRUE,None,0,A-,127111.14,48.9,MEDIUM,2025-01-28,2026-01-28,Vendor currently under formal investigation by compliance team following irregularities identified in February review; access under heightened scrutiny pending outcome.
VND-0096,Lawrence LLC,Contractor,2025-01-10,2028-12-17,CRITICAL,9,read_write,Ticketing System,TRUE,2022-02-14,FALSE,NULL,TRUE,None,0,B+,393964.18,31.2,LOW,2024-12-19,2025-12-19,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0097,Luna-Durham,Security Vendor,2020-07-09,2023-04-15,MEDIUM,9,full_admin,"Vulnerability Scanner, Firewall Management Console, SIEM Platform",FALSE,NULL,FALSE,NULL,TRUE,2025-01-28:HIGH:API key leak exposed customer records,1,A,3300274.58,50.0,MEDIUM,2026-07-05,2027-07-05,Vendor flagged during Q2 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0098,"Hernandez, Jennings and Moore",HR Platform,2023-07-03,2028-05-31,MEDIUM,8,read_write,"Payroll System, Employee Directory, HRIS",FALSE,NULL,FALSE,NULL,TRUE,2021-05-01:MEDIUM:Credential stuffing attack on admin portal,3,A-,169583.18,27.6,LOW,2025-10-10,2026-10-10,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0099,Moss-Cross,Cloud Provider,2023-11-16,2028-01-30,HIGH,7,read_write,"Azure Tenant, GCP Workspace, Kubernetes Cluster, VPC Network",TRUE,2027-01-25,TRUE,2023-07-23,TRUE,None,0,B,297031.77,20.9,LOW,2024-05-16,2025-05-16,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0100,Hernandez-Jenkins,Payment Processor,2023-01-24,2023-08-10,CRITICAL,6,full_admin,"Payment Gateway, Fraud Detection Engine",TRUE,2028-10-25,TRUE,2027-02-16,TRUE,None,0,B+,1217083.88,27.4,LOW,2024-10-24,2025-10-24,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0101,"Wade, Young and Church",IT Services,2025-09-21,2026-10-06,LOW,6,full_admin,"Asset Management DB, Help Desk System, Active Directory",TRUE,2025-08-02,TRUE,2025-02-03,TRUE,None,0,A,260753.87,31.1,LOW,2024-09-01,2025-09-01,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0102,Sanders-Morales,Backup Provider,2024-06-05,2026-12-03,MEDIUM,8,full_admin,"Disaster Recovery Site, Cloud Backup Vault, Backup Storage Array",TRUE,2028-05-19,TRUE,2024-10-02,FALSE,2024-08-02:HIGH:Credential stuffing attack on admin portal,1,A-,193142.29,94.3,HIGH,2026-10-03,2027-10-03,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0103,"Lutz, Mcmahon and Adams",Consulting,2021-10-26,2024-03-04,HIGH,4,read_write,"SharePoint, Internal Network, Financial Reporting System",TRUE,2021-05-07,TRUE,2027-12-20,TRUE,None,0,B+,163816.81,23.9,LOW,2025-04-18,2026-04-18,Vendor flagged during Q2 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0104,"Woods, Smith and Whitney",Software Vendor,2022-08-06,2027-03-06,MEDIUM,8,full_admin,"ERP System, Internal Wiki, Document Management System, CRM Platform",TRUE,2026-07-10,FALSE,NULL,TRUE,2021-01-18:HIGH:Malware infection on vendor's internal network,3,B+,494004.04,44.2,MEDIUM,2025-01-22,2026-01-22,Vendor flagged during Q4 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0105,Richardson Group,Software Vendor,2024-09-08,2026-10-24,HIGH,1,read_write,"ERP System, Document Management System",FALSE,NULL,TRUE,2023-02-18,TRUE,None,0,B-,1704978.77,29.2,LOW,2025-03-30,2026-03-30,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0106,"Chen, Harper and Boyd",Payment Processor,2020-08-30,2024-03-20,MEDIUM,3,full_admin,"Card Tokenization Service, ACH Processing System, Fraud Detection Engine",TRUE,2023-04-03,TRUE,2028-05-23,TRUE,None,0,B+,160690.97,49.0,MEDIUM,2024-03-30,2025-03-30,Vendor currently under formal investigation by compliance team following irregularities identified in June review; access under heightened scrutiny pending outcome.
VND-0107,Gonzales Inc,Cloud Provider,2023-07-19,2023-09-15,CRITICAL,5,read_write,"S3 Data Lake, Azure Tenant, GCP Workspace, VPC Network",TRUE,2026-08-25,TRUE,2028-05-22,TRUE,None,0,C,122508.16,49.7,MEDIUM,2025-01-18,2026-01-18,Contract expired on 2023-09-15 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0108,Clark Inc,Cloud Provider,2020-05-19,2023-08-01,LOW,5,read_write,Kubernetes Cluster,TRUE,2023-02-13,TRUE,2021-11-16,TRUE,None,0,B,482464.90,34.2,LOW,2025-04-05,2026-04-05,Contract renewal pending legal review; vendor requested expanded access for Kubernetes Cluster integration.
VND-0109,Hubbard-Monroe,Cloud Provider,2023-10-22,2026-07-22,HIGH,10,read_only,"VPC Network, GCP Workspace",TRUE,2024-01-08,FALSE,NULL,TRUE,None,0,B+,464074.98,20.4,LOW,2025-09-26,2026-09-26,Contract renewal pending legal review; vendor requested expanded access for VPC Network integration.
VND-0110,Brewer-Rogers,Payment Processor,2025-02-09,2028-01-23,LOW,7,read_only,"Payment Gateway, Card Tokenization Service, Fraud Detection Engine, ACH Processing System",FALSE,NULL,FALSE,NULL,TRUE,2026-11-15:HIGH:Unauthorized access to customer database detected,1,A-,1528940.43,50.9,MEDIUM,2026-07-08,2027-07-08,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0111,"Lee, Johnson and Smith",Contractor,2021-04-11,2023-02-08,HIGH,6,read_only,"Shared Drive, Ticketing System, VPN Gateway, Internal Network",FALSE,NULL,TRUE,2026-05-22,TRUE,2023-09-14:MEDIUM:Social engineering attack bypassed access controls,3,B,2057046.05,27.0,LOW,2026-05-08,2027-05-08,Onsite audit completed on 2024-02-12; vendor demonstrated adequate controls for high data handling.
VND-0112,Gardner and Sons,Cloud Provider,2024-08-19,2025-05-04,LOW,3,read_only,"Kubernetes Cluster, GCP Workspace, S3 Data Lake, AWS Production",TRUE,2025-09-13,FALSE,NULL,TRUE,None,0,B,483974.95,16.7,LOW,2024-06-21,2025-06-21,Contract renewal pending legal review; vendor requested expanded access for Kubernetes Cluster integration.
VND-0113,Williams-Walsh,Contractor,2025-09-26,2027-11-21,CRITICAL,1,read_write,"Dev Environment, VPN Gateway, Shared Drive",TRUE,2022-07-14,FALSE,NULL,TRUE,None,0,B+,453282.12,23.5,LOW,2024-03-24,2025-03-24,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0114,Gray-Rodriguez,Contractor,2021-11-29,2024-06-02,MEDIUM,10,full_admin,"Ticketing System, Shared Drive, Dev Environment, VPN Gateway",TRUE,2025-11-25,FALSE,NULL,TRUE,2022-08-12:HIGH:Unauthorized access to customer database detected,1,A-,103381.65,45.9,MEDIUM,2025-08-05,2026-08-05,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0115,Nolan-Rollins,Cloud Provider,2021-02-18,2023-05-01,HIGH,7,read_write,"Azure Tenant, AWS Production",FALSE,NULL,FALSE,NULL,TRUE,2024-11-19:MEDIUM:Social engineering attack bypassed access controls,2,A,477658.24,64.2,HIGH,2025-10-29,2026-10-29,Vendor flagged during Q2 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0116,"Morales, Bryant and Hanson",Security Vendor,2020-12-29,2024-02-14,CRITICAL,9,read_only,Vulnerability Scanner,TRUE,2027-10-18,TRUE,2023-11-22,FALSE,None,0,A-,198293.18,14.1,LOW,2024-09-11,2025-09-11,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0117,Smith-Robles,Cloud Provider,2023-03-11,2024-11-22,MEDIUM,8,read_write,"S3 Data Lake, VPC Network, GCP Workspace, Kubernetes Cluster",FALSE,NULL,FALSE,NULL,TRUE,None,0,C+,70738.23,5.6,LOW,2025-02-06,2026-02-06,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #5091.
VND-0118,Clarke Group,Payment Processor,2023-01-22,2027-10-17,HIGH,9,full_admin,"Payment Gateway, Card Tokenization Service, Fraud Detection Engine, ACH Processing System",TRUE,2024-07-14,FALSE,NULL,TRUE,None,0,B,3152600.28,5.2,LOW,2024-02-07,2025-02-06,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0119,Rice Group,Cloud Provider,2024-10-30,2028-10-10,MEDIUM,6,full_admin,S3 Data Lake,TRUE,2024-12-22,TRUE,2027-12-19,TRUE,2020-06-03:MEDIUM:Insider threat led to data exfiltration,2,A-,399310.61,10.0,LOW,2024-07-30,2025-07-30,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0120,"Hill, Rogers and Morris",Security Vendor,2020-03-12,2023-12-28,LOW,1,read_only,"Vulnerability Scanner, Firewall Management Console, Endpoint Detection System",TRUE,2024-06-27,TRUE,2025-01-31,TRUE,None,0,B,232727.71,4.5,LOW,2026-06-17,2027-06-17,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0121,Fuller PLC,Software Vendor,2024-01-11,2024-08-31,CRITICAL,1,read_only,"Core Banking System, Document Management System, ERP System, CRM Platform",TRUE,2021-01-30,FALSE,NULL,TRUE,None,0,B,223958.37,23.9,LOW,2025-06-28,2026-06-28,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0122,"Harris, Edwards and Garner",Software Vendor,2023-12-25,2027-04-07,HIGH,9,full_admin,Loan Origination System,TRUE,2027-05-26,FALSE,NULL,FALSE,2021-04-23:HIGH:API key leak exposed customer records,1,B+,2167003.26,98.2,HIGH,2024-06-05,2025-06-05,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0123,Shah LLC,Cloud Provider,2024-11-26,2027-12-26,MEDIUM,5,full_admin,"GCP Workspace, Kubernetes Cluster, VPC Network, Azure Tenant",TRUE,2025-01-29,FALSE,NULL,TRUE,None,0,B,338077.40,35.5,MEDIUM,2025-11-21,2026-11-21,Vendor currently under formal investigation by compliance team following irregularities identified in March review; access under heightened scrutiny pending outcome.
VND-0124,"Morris, Gutierrez and Mccann",Software Vendor,2021-08-20,2024-01-14,MEDIUM,5,read_only,"Internal Wiki, Core Banking System, ERP System",TRUE,2024-09-22,FALSE,NULL,TRUE,None,0,B-,312874.23,33.2,LOW,2025-01-29,2026-01-29,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0125,Reed-Lang,Security Vendor,2024-03-25,2025-07-25,HIGH,8,read_write,"Vulnerability Scanner, IAM System, Endpoint Detection System, Firewall Management Console",TRUE,2025-04-02,FALSE,NULL,TRUE,None,0,B+,302941.41,1.6,LOW,2026-03-15,2027-03-15,Onsite audit completed on 2026-12-28; vendor demonstrated adequate controls for high data handling.
VND-0126,Melendez Ltd,Cloud Provider,2020-02-18,2023-01-08,CRITICAL,9,read_only,"Kubernetes Cluster, S3 Data Lake",FALSE,NULL,FALSE,NULL,TRUE,None,0,B,189279.98,20.1,LOW,2024-10-16,2025-10-16,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0127,"Bean, Meyers and Jones",Cloud Provider,2024-02-15,2026-09-16,CRITICAL,3,read_only,"VPC Network, S3 Data Lake, Kubernetes Cluster, GCP Workspace",FALSE,NULL,FALSE,NULL,TRUE,2022-12-13:LOW:Credential stuffing attack on admin portal,2,C+,299780.42,11.7,LOW,2024-04-14,2025-04-14,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0128,"Rivera, Munoz and Moran",Consulting,2023-06-26,2025-01-26,HIGH,6,read_write,"Internal Network, Financial Reporting System, SharePoint",TRUE,2026-10-18,TRUE,2025-07-03,TRUE,None,0,B,389173.01,73.6,HIGH,2024-01-17,2025-01-16,Contract expired on 2025-01-26 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0129,Garcia-Morgan,Security Vendor,2021-04-25,2026-01-13,HIGH,1,read_write,"Endpoint Detection System, Vulnerability Scanner, IAM System",TRUE,2024-10-18,TRUE,2024-04-25,TRUE,None,0,B+,247039.11,55.9,MEDIUM,2026-04-23,2027-04-23,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0130,Flowers and Sons,Contractor,2025-01-26,2028-12-18,LOW,4,read_only,"Dev Environment, VPN Gateway, Ticketing System",FALSE,NULL,TRUE,2024-06-27,TRUE,None,0,A-,76056.66,36.5,MEDIUM,2026-04-06,2027-04-06,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0131,Lewis Inc,Security Vendor,2024-03-16,2025-05-20,LOW,9,full_admin,"Firewall Management Console, IAM System",FALSE,NULL,TRUE,2024-10-25,TRUE,2020-06-13:HIGH:Third-party plugin vulnerability exploited,1,A-,181303.30,43.4,MEDIUM,2024-10-14,2025-10-14,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #4047.
VND-0132,Gordon and Sons,Security Vendor,2021-08-28,2023-11-10,HIGH,4,read_write,"Endpoint Detection System, Firewall Management Console",FALSE,NULL,FALSE,NULL,TRUE,None,0,B-,1974477.00,39.8,MEDIUM,2025-05-29,2026-05-29,Contract renewal pending legal review; vendor requested expanded access for Endpoint Detection System integration.
VND-0133,Wilkerson Inc,IT Services,2021-08-25,2023-02-17,LOW,4,read_only,"Help Desk System, Network Monitoring Tool, Asset Management DB",TRUE,2025-09-06,TRUE,2024-05-12,TRUE,None,0,B,408908.34,0.2,LOW,2024-11-16,2025-11-16,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0134,"Barnes, Smith and Garza",HR Platform,2021-09-08,2026-04-26,LOW,7,read_write,"HRIS, Benefits Portal, Payroll System",TRUE,2028-06-29,FALSE,NULL,FALSE,2025-08-27:HIGH:API key leak exposed customer records,1,B,211712.58,33.0,LOW,2026-11-23,2027-11-23,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #4704.
VND-0135,Wood-Jimenez,Software Vendor,2022-09-26,2026-03-03,LOW,6,read_write,"Internal Wiki, Loan Origination System, Document Management System",FALSE,NULL,TRUE,2025-02-22,FALSE,2020-04-14:LOW:Social engineering attack bypassed access controls,2,B+,81529.13,19.4,LOW,2024-12-16,2025-12-16,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0136,Jackson Inc,IT Services,2025-04-27,2025-10-29,MEDIUM,6,read_write,Active Directory,TRUE,2024-10-06,FALSE,NULL,TRUE,None,0,A-,407073.97,57.4,MEDIUM,2026-01-19,2027-01-19,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0137,Henderson-Mann,Software Vendor,2025-03-04,2025-07-15,HIGH,6,read_write,"Core Banking System, Loan Origination System, Internal Wiki",TRUE,2025-07-27,TRUE,2025-04-02,TRUE,None,0,A,152220.37,54.7,MEDIUM,2026-04-07,2027-04-07,Contract expired on 2025-07-15 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0138,Armstrong Inc,Consulting,2024-04-22,2028-02-28,MEDIUM,8,full_admin,"Internal Network, Project Management Tool, SharePoint",TRUE,2026-07-21,TRUE,2026-04-12,TRUE,2020-06-29:HIGH:Social engineering attack bypassed access controls,1,B-,357783.54,85.5,HIGH,2026-01-21,2027-01-21,Onsite audit completed on 2024-05-10; vendor demonstrated adequate controls for medium data handling.
VND-0139,"Johnson, Williams and Mccarthy",Cloud Provider,2024-04-28,2027-06-13,HIGH,5,read_only,S3 Data Lake,FALSE,NULL,TRUE,2022-10-09,TRUE,None,0,B-,286556.47,24.5,LOW,2024-09-28,2025-09-28,Contract renewal pending legal review; vendor requested expanded access for S3 Data Lake integration.
VND-0140,Davis Ltd,Contractor,2024-04-06,2027-03-13,HIGH,9,full_admin,Dev Environment,TRUE,2025-05-19,FALSE,NULL,TRUE,2026-01-17:HIGH:Social engineering attack bypassed access controls,3,A-,244748.97,46.5,MEDIUM,2026-03-24,2027-03-24,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0141,"Lee, Walker and Mcgee",IT Services,2024-07-03,2025-01-12,HIGH,8,read_write,"Network Monitoring Tool, Active Directory, Help Desk System",TRUE,2024-07-30,TRUE,2028-06-25,TRUE,2026-04-26:MEDIUM:Unauthorized access to customer database detected,1,B,498144.38,48.3,MEDIUM,2025-12-12,2026-12-12,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0142,Smith-Green,Software Vendor,2020-04-08,2023-07-14,HIGH,3,read_write,"CRM Platform, Document Management System, Internal Wiki",TRUE,2027-05-13,FALSE,NULL,TRUE,None,0,C,209406.02,32.1,LOW,2024-07-08,2025-07-08,Onsite audit completed on 2024-03-20; vendor demonstrated adequate controls for high data handling.
VND-0143,Hernandez Group,Contractor,2023-08-29,2027-04-06,LOW,10,full_admin,VPN Gateway,TRUE,2027-09-30,TRUE,2027-01-29,FALSE,2022-02-09:HIGH:Unauthorized access to customer database detected,2,B,456583.80,83.3,HIGH,2024-08-23,2025-08-23,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #7347.
VND-0144,Kelley PLC,Cloud Provider,2023-12-29,2025-06-05,MEDIUM,10,read_only,"GCP Workspace, S3 Data Lake, VPC Network",TRUE,2026-07-27,FALSE,NULL,TRUE,None,0,A,4420784.03,4.6,LOW,2025-03-19,2026-03-19,Onsite audit completed on 2025-05-13; vendor demonstrated adequate controls for medium data handling.
VND-0145,Cardenas PLC,Software Vendor,2021-08-31,2025-02-23,HIGH,9,full_admin,CRM Platform,TRUE,2026-12-14,TRUE,2026-03-21,FALSE,2025-10-01:HIGH:Ransomware attack disrupted service availability,1,A,3151300.45,53.4,MEDIUM,2026-08-25,2027-08-25,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0146,Long-Watts,Payment Processor,2020-04-13,2023-06-17,MEDIUM,5,read_write,"Fraud Detection Engine, ACH Processing System, Card Tokenization Service, Payment Gateway",FALSE,NULL,TRUE,2026-03-31,TRUE,None,0,A,128881.03,12.2,LOW,2024-11-02,2025-11-02,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0147,Mendoza PLC,Software Vendor,2020-10-26,2025-04-21,HIGH,1,read_only,"Core Banking System, Document Management System",TRUE,2027-11-02,FALSE,NULL,TRUE,None,0,A,11388.67,31.3,LOW,2025-08-31,2026-08-31,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0148,Morrison-Mora,Software Vendor,2021-02-23,2023-11-28,MEDIUM,2,read_only,"Core Banking System, Document Management System, CRM Platform, ERP System",TRUE,2028-10-06,FALSE,NULL,TRUE,None,0,B+,381561.38,3.5,LOW,2025-09-30,2026-09-30,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #1212.
VND-0149,Garza-Hall,HR Platform,2023-09-12,2024-04-23,HIGH,8,full_admin,"Payroll System, Employee Directory, Benefits Portal, HRIS",FALSE,NULL,FALSE,NULL,TRUE,2022-04-24:HIGH:Insider threat led to data exfiltration,1,C+,385633.14,49.5,MEDIUM,2026-10-08,2027-10-08,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0150,Lewis-Powell,Contractor,2023-11-02,2026-09-18,MEDIUM,7,read_write,"Internal Network, Ticketing System, Dev Environment",TRUE,2024-11-17,FALSE,NULL,FALSE,2024-12-26:HIGH:Insider threat led to data exfiltration,2,C+,3851893.98,49.8,MEDIUM,2025-08-19,2026-08-19,Onsite audit completed on 2025-12-16; vendor demonstrated adequate controls for medium data handling.
VND-0151,"Fowler, Bolton and Turner",Contractor,2020-09-25,2023-07-09,MEDIUM,1,read_write,"Internal Network, VPN Gateway, Shared Drive, Dev Environment",TRUE,2026-01-28,TRUE,2026-10-09,TRUE,None,0,B-,2489655.55,32.3,LOW,2025-04-29,2026-04-29,Onsite audit completed on 2025-12-03; vendor demonstrated adequate controls for medium data handling.
VND-0152,Wright-Mcmillan,Security Vendor,2022-07-20,2026-11-08,MEDIUM,1,read_write,"Firewall Management Console, Endpoint Detection System, SIEM Platform, Vulnerability Scanner",FALSE,NULL,TRUE,2027-07-16,TRUE,2022-01-23:HIGH:API key leak exposed customer records,1,A-,480733.96,29.5,LOW,2025-07-27,2026-07-27,Vendor flagged during Q4 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0153,Rodriguez-Jacobs,HR Platform,2025-10-03,2026-04-13,MEDIUM,4,read_only,"HRIS, Benefits Portal, Payroll System, Employee Directory",FALSE,NULL,TRUE,2025-11-02,TRUE,None,0,C,496069.31,31.7,LOW,2024-08-14,2025-08-14,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0154,"Ramsey, Newton and Johnson",Contractor,2024-10-14,2024-01-26,HIGH,4,read_write,"Ticketing System, VPN Gateway",FALSE,NULL,TRUE,2028-11-24,TRUE,2024-11-26:MEDIUM:Unauthorized access to customer database detected,2,A-,22435.64,49.7,MEDIUM,2026-11-02,2027-11-02,Contract expired on 2024-01-26 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0155,"Robertson, Bowman and Brown",Contractor,2021-03-31,2023-03-28,LOW,7,read_only,"Ticketing System, Internal Network",TRUE,2028-04-14,TRUE,2024-11-22,TRUE,2024-11-13:HIGH:Third-party plugin vulnerability exploited,1,B+,3720170.13,57.6,MEDIUM,2024-12-27,2025-12-27,Onsite audit completed on 2024-03-26; vendor demonstrated adequate controls for low data handling.
VND-0156,Blake-Mccullough,Consulting,2023-03-06,2024-11-12,MEDIUM,4,read_only,"Project Management Tool, SharePoint",TRUE,2028-05-31,TRUE,2023-04-19,FALSE,None,0,B,75415.89,16.9,LOW,2026-07-06,2027-07-06,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0157,Webster Group,Software Vendor,2022-02-28,2024-09-25,MEDIUM,9,full_admin,"Internal Wiki, CRM Platform, Document Management System",FALSE,NULL,FALSE,NULL,TRUE,2026-03-20:HIGH:API key leak exposed customer records,2,B-,666696.86,82.6,HIGH,2024-05-27,2025-05-27,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
